video_id,element,motion,power,speed,video_summary
415,Feuer,linear,gelb,9.6,"(7.027656, 0.46069756)"
416,Feuer,circular,gelb,6.9,"(-1.9157423, -4.372568)"
417,Feuer,zigzag,lila,9.6,"(0.6886173, 0.29789436)"
418,Erde,linear,lila,6.9,"(0.59531677, 0.07929558)"
419,Boden,random,rot,6.9,"(0.4869389, -1.4601041)"
420,Erde,zigzag,rot,9.6,"(0.6456389, -0.919396)"
421,Feuer,shm,blau,6.9,"(0.50247246, 2.108537)"
422,Boden,random,grun,6.9,"(0.6945003, 0.3360599)"
423,Boden,circular,gelb,9.6,"(-1.5205669, -2.6536908)"
424,Boden,shm,gelb,9.6,"(3.0351925, 0.5950894)"
425,Boden,circular,grun,9.6,"(0.6968149, 0.2089006)"
426,Wasser,linear,grun,6.9,"(0.7266777, 0.23307435)"
427,Wasser,circular,grun,6.9,"(0.5563676, 0.34291717)"
428,Erde,random,lila,6.9,"(0.75286835, 0.2811508)"
429,Luft,shm,rot,6.9,"(2.6955512, -3.0176594)"
430,Wasser,circular,lila,9.6,"(0.7804548, 0.29406944)"
431,Boden,random,rot,6.9,"(1.0941675, 0.86191595)"
432,Erde,circular,blau,9.6,"(-0.8150211, -1.3679596)"
433,Feuer,shm,gelb,9.6,"(6.9056892, 3.2296646)"
434,Luft,circular,grun,9.6,"(0.83629805, 0.15704532)"
435,Wasser,random,blau,9.6,"(-0.38153902, 0.20846082)"
436,Boden,shm,gelb,9.6,"(1.813923, 3.2615788)"
437,Boden,shm,lila,9.6,"(0.6809998, 0.31722993)"
438,Feuer,circular,rot,6.9,"(-0.31238425, -3.8816338)"
439,Luft,linear,rot,9.6,"(0.20077302, 10.213186)"
440,Wasser,circular,rot,6.9,"(3.6769252, 2.0166364)"
441,Boden,linear,gelb,6.9,"(0.9804876, -4.9131937)"
442,Luft,random,gelb,6.9,"(-0.94118494, -1.2393204)"
443,Boden,zigzag,gelb,6.9,"(3.4063175, -3.1190746)"
444,Wasser,shm,gelb,9.6,"(5.5318418, 1.6490659)"
445,Wasser,linear,blau,6.9,"(1.7588133, -0.06616299)"
446,Wasser,linear,blau,9.6,"(8.742751, -4.3704686)"
447,Boden,zigzag,gelb,9.6,"(-0.7478357, -2.1934736)"
448,Luft,shm,blau,6.9,"(1.9205519, -1.355544)"
449,Erde,circular,gelb,9.6,"(-0.91027224, -3.022622)"
450,Feuer,random,gelb,6.9,"(0.28231794, -1.4958228)"
451,Boden,shm,grun,9.6,"(0.7541889, 0.2615716)"
452,Erde,random,grun,6.9,"(0.6983717, 0.2380584)"
453,Luft,circular,rot,6.9,"(-0.5143059, -3.02895)"
454,Boden,shm,blau,9.6,"(0.8305372, -0.08376695)"
455,Wasser,linear,lila,6.9,"(0.7598559, 0.19629256)"
456,Luft,shm,blau,6.9,"(0.37470454, 1.9606465)"
457,Luft,circular,lila,6.9,"(0.7690627, 0.2917322)"
458,Luft,shm,lila,9.6,"(0.6965591, 0.36892205)"
459,Wasser,circular,rot,6.9,"(-0.52755994, -2.9171104)"
460,Feuer,circular,blau,6.9,"(-1.7655429, 4.2115)"
461,Boden,shm,rot,6.9,"(0.9376362, -2.3024373)"
462,Wasser,circular,blau,9.6,"(-0.5882855, -0.90964365)"
463,Luft,random,lila,6.9,"(0.7609229, 0.2745734)"
464,Erde,circular,grun,9.6,"(0.85083044, 0.1733802)"
465,Erde,zigzag,grun,6.9,"(0.75723577, 0.2097273)"
466,Boden,circular,lila,9.6,"(0.78357714, 0.28779644)"
467,Feuer,circular,gelb,9.6,"(-0.4643046, -4.111751)"
468,Luft,linear,lila,6.9,"(0.6033821, 0.109671846)"
469,Erde,zigzag,lila,9.6,"(0.7064954, 0.31799904)"
470,Luft,linear,gelb,6.9,"(-1.2659292, -9.405677)"
471,Boden,zigzag,gelb,6.9,"(0.3075095, -1.8243116)"
472,Wasser,circular,lila,9.6,"(0.72442067, 0.31219748)"
473,Wasser,circular,lila,6.9,"(0.7038866, 0.2633895)"
474,Erde,circular,grun,9.6,"(0.67977643, 0.17831717)"
475,Luft,circular,gelb,6.9,"(11.649798, 3.3598475)"
476,Feuer,random,rot,6.9,"(-2.2460935, 0.7418046)"
477,Boden,circular,rot,6.9,"(-1.0611587, -2.1266918)"
478,Wasser,random,blau,9.6,"(-0.29459158, -0.03124884)"
479,Luft,zigzag,gelb,6.9,"(-0.18128213, -1.7224741)"
480,Erde,random,lila,6.9,"(0.7350238, 0.28386414)"
481,Luft,circular,gelb,9.6,"(-0.16578948, 0.01095513)"
482,Erde,circular,blau,6.9,"(8.3757515, 1.8191702)"
483,Feuer,circular,lila,6.9,"(0.76582694, 0.38548404)"
484,Wasser,linear,lila,9.6,"(0.71286744, 0.28759083)"
485,Wasser,circular,lila,6.9,"(0.71754014, 0.2753468)"
486,Feuer,circular,lila,6.9,"(0.78433853, 0.39133817)"
487,Boden,circular,grun,9.6,"(0.8293281, 0.15383351)"
488,Luft,random,gelb,6.9,"(-0.7172011, -0.6138382)"
489,Boden,zigzag,rot,6.9,"(2.609381, -3.8084238)"
490,Luft,circular,gelb,6.9,"(11.63511, 3.7238634)"
491,Wasser,linear,gelb,6.9,"(-0.6763438, 6.3909783)"
492,Erde,circular,gelb,6.9,"(13.937687, 4.5558653)"
493,Luft,circular,grun,6.9,"(1.131558, 0.23481533)"
494,Erde,random,rot,6.9,"(0.4375722, 0.64325666)"
495,Luft,circular,gelb,6.9,"(-2.2720437, -4.130224)"
496,Erde,linear,blau,9.6,"(9.786931, -5.1963606)"
497,Boden,circular,rot,6.9,"(-1.0557315, -2.0930238)"
498,Feuer,linear,rot,6.9,"(-1.6603199, -9.006612)"
499,Luft,circular,gelb,6.9,"(-2.3225124, -4.1486096)"
500,Boden,zigzag,blau,9.6,"(-0.092745736, -1.2685988)"
501,Boden,circular,rot,9.6,"(-0.55709684, 1.0237623)"
502,Boden,shm,lila,9.6,"(0.77179366, 0.30836907)"
503,Feuer,shm,lila,9.6,"(0.7890322, 0.3957473)"
504,Erde,random,rot,6.9,"(1.023098, 0.594991)"
505,Feuer,random,blau,6.9,"(2.0221148, -1.737702)"
506,Luft,shm,blau,6.9,"(0.4021785, 1.976833)"
507,Erde,linear,gelb,6.9,"(1.9744259, -4.226977)"
508,Erde,circular,lila,6.9,"(0.7084219, 0.26330584)"
509,Feuer,shm,grun,6.9,"(0.6851921, 0.4132456)"
510,Wasser,circular,blau,9.6,"(-0.56787604, -0.88382614)"
511,Wasser,shm,gelb,6.9,"(3.2745721, -4.0569844)"
512,Boden,circular,rot,9.6,"(-0.19582723, -0.20543632)"
513,Boden,circular,rot,6.9,"(-1.0991518, -2.1376362)"
514,Wasser,circular,lila,9.6,"(0.73134017, 0.30239496)"
515,Boden,random,grun,9.6,"(0.881976, 0.21855676)"
516,Boden,zigzag,blau,6.9,"(1.6351364, -0.7491854)"
517,Luft,random,gelb,9.6,"(-1.0132605, -0.9407889)"
518,Luft,linear,blau,9.6,"(-0.14120941, -0.5004852)"
519,Wasser,shm,grun,6.9,"(0.70396024, 0.3551424)"
520,Feuer,shm,rot,6.9,"(2.4901543, -4.3170037)"
521,Boden,shm,grun,9.6,"(0.75414276, 0.2990658)"
522,Wasser,linear,gelb,6.9,"(-0.69713414, 6.4389467)"
523,Luft,linear,gelb,6.9,"(-0.71222055, 6.311124)"
524,Luft,circular,blau,9.6,"(-0.06575609, -2.398347)"
525,Erde,random,rot,9.6,"(0.7515449, 1.1194713)"
526,Boden,random,grun,9.6,"(0.8579765, 0.21959661)"
527,Erde,circular,rot,9.6,"(-0.21164545, 1.2547705)"
528,Boden,random,grun,9.6,"(0.7415572, 0.24775301)"
529,Feuer,random,rot,6.9,"(0.29357177, -3.9992268)"
530,Wasser,circular,rot,6.9,"(-0.45818737, -2.906413)"
531,Luft,circular,grun,6.9,"(0.58419675, 0.34891674)"
532,Wasser,shm,blau,9.6,"(1.8128189, 0.26508746)"
533,Boden,zigzag,gelb,9.6,"(-0.631128, -2.2362773)"
534,Wasser,shm,rot,9.6,"(1.8879769, 3.1006696)"
535,Luft,linear,rot,6.9,"(0.27127245, 3.6441138)"
536,Feuer,shm,lila,6.9,"(0.81246936, 0.29235747)"
537,Erde,shm,rot,9.6,"(2.0127888, 4.044961)"
538,Wasser,shm,grun,6.9,"(0.7131171, 0.36265287)"
539,Wasser,shm,lila,6.9,"(0.7628807, 0.2924262)"
540,Boden,circular,rot,9.6,"(-0.11474008, -0.3648129)"
541,Boden,zigzag,gelb,9.6,"(-0.3853612, -0.08708024)"
542,Luft,shm,grun,9.6,"(0.7829524, 0.30629835)"
543,Wasser,circular,lila,6.9,"(0.6977306, 0.27215558)"
544,Wasser,circular,rot,6.9,"(3.6354582, 2.164561)"
545,Luft,circular,blau,9.6,"(-0.58370423, -0.9654722)"
546,Feuer,circular,lila,6.9,"(0.71161324, 0.287532)"
547,Feuer,zigzag,lila,9.6,"(0.72011346, 0.3542456)"
548,Boden,shm,blau,9.6,"(0.85059303, -0.06669316)"
549,Boden,zigzag,lila,6.9,"(0.7019824, 0.26098704)"
550,Feuer,circular,blau,6.9,"(-1.7670381, 4.1629086)"
551,Boden,circular,grun,6.9,"(1.0348731, 0.26978114)"
552,Erde,zigzag,blau,6.9,"(1.9675109, -0.90146613)"
553,Boden,zigzag,grun,9.6,"(0.7247811, 0.18850744)"
554,Feuer,circular,lila,9.6,"(0.71196437, 0.3268138)"
555,Luft,zigzag,rot,6.9,"(3.4006293, -2.6573498)"
556,Wasser,shm,rot,9.6,"(2.4442542, 1.201706)"
557,Wasser,circular,blau,6.9,"(-1.6154356, 2.700865)"
558,Luft,shm,grun,6.9,"(0.8281511, 0.16374531)"
559,Boden,zigzag,blau,9.6,"(-0.11820003, -1.1111966)"
560,Luft,linear,grun,9.6,"(0.7108825, 0.36376515)"
561,Erde,zigzag,grun,9.6,"(0.67753744, 0.21428835)"
562,Erde,circular,blau,6.9,"(-1.7192978, 3.4178493)"
563,Erde,random,grun,6.9,"(0.8673265, 0.26804668)"
564,Erde,circular,rot,6.9,"(-0.53589684, -3.5531917)"
565,Wasser,linear,blau,9.6,"(-1.0623013, 1.3354965)"
566,Luft,circular,blau,6.9,"(-1.5796719, 2.8148699)"
567,Erde,circular,lila,9.6,"(0.71344775, 0.31102803)"
568,Wasser,circular,blau,9.6,"(-0.22887403, -1.9850135)"
569,Wasser,zigzag,gelb,6.9,"(4.376815, -4.136053)"
570,Boden,circular,grun,9.6,"(0.8225183, 0.14261022)"
571,Boden,random,rot,6.9,"(-0.2657712, 1.7505704)"
572,Luft,random,blau,9.6,"(-0.9776877, -0.5539604)"
573,Luft,shm,blau,9.6,"(1.2671448, 0.25009385)"
574,Boden,circular,blau,6.9,"(-1.642338, 2.892469)"
575,Erde,random,rot,6.9,"(0.121193215, -0.6954865)"
576,Feuer,linear,grun,9.6,"(1.2375803, -0.067563996)"
577,Erde,zigzag,rot,9.6,"(0.12878907, -1.183334)"
578,Boden,circular,grun,6.9,"(1.0433847, 0.19276348)"
579,Erde,linear,grun,9.6,"(0.71439904, 0.3922227)"
580,Erde,zigzag,gelb,9.6,"(-14.14163, 0.6111461)"
581,Feuer,linear,rot,6.9,"(0.556266, 4.7494383)"
582,Luft,circular,gelb,9.6,"(-0.46116054, -2.9103754)"
583,Feuer,circular,rot,9.6,"(-0.034839433, -0.6148745)"
584,Erde,circular,gelb,9.6,"(-0.05307966, -0.43571836)"
585,Luft,random,rot,6.9,"(0.24408619, -0.09137519)"
586,Feuer,shm,grun,9.6,"(0.7876899, 0.29170677)"
587,Erde,circular,grun,6.9,"(1.140938, 0.28367457)"
588,Wasser,circular,gelb,9.6,"(-0.574693, -2.7077231)"
589,Boden,shm,blau,9.6,"(1.1139716, -0.0028505237)"
590,Erde,zigzag,rot,6.9,"(3.1833394, -2.3307884)"
591,Wasser,shm,rot,6.9,"(2.3610005, -1.1362756)"
592,Wasser,circular,grun,9.6,"(0.81843215, 0.16704552)"
593,Erde,linear,rot,6.9,"(0.3568298, 4.186542)"
594,Boden,circular,blau,6.9,"(5.959347, 0.40819195)"
595,Luft,linear,blau,6.9,"(1.6011105, 2.9684663)"
596,Feuer,circular,lila,6.9,"(0.77963823, 0.39080074)"
597,Wasser,circular,rot,6.9,"(3.760916, 1.9546198)"
598,Luft,circular,blau,6.9,"(7.3251204, 1.6276491)"
599,Luft,zigzag,grun,9.6,"(0.64760715, 0.26681823)"
600,Luft,shm,rot,9.6,"(1.9965636, 3.2461634)"
601,Boden,zigzag,gelb,6.9,"(-0.3136889, -1.5679643)"
602,Boden,shm,gelb,6.9,"(1.6299572, -5.5477905)"
603,Boden,random,lila,9.6,"(0.74730957, 0.2671019)"
604,Luft,random,grun,6.9,"(0.66314226, 0.28090957)"
605,Luft,zigzag,blau,9.6,"(-0.65792656, -0.018371524)"
606,Erde,linear,grun,6.9,"(0.7302019, 0.34797335)"
607,Erde,zigzag,grun,9.6,"(0.6524123, 0.26948056)"
608,Erde,shm,lila,9.6,"(0.68676305, 0.40213624)"
609,Boden,circular,lila,9.6,"(0.7036595, 0.3008879)"
610,Feuer,zigzag,lila,9.6,"(0.6897646, 0.32729563)"
611,Luft,circular,blau,9.6,"(-0.24755153, -1.7840222)"
612,Luft,shm,blau,6.9,"(0.4068186, 1.9646164)"
613,Boden,circular,lila,6.9,"(0.69979554, 0.26277387)"
614,Erde,linear,grun,6.9,"(0.71992105, 0.22710371)"
615,Erde,random,lila,6.9,"(0.7422196, 0.26304483)"
616,Feuer,zigzag,lila,9.6,"(0.7380897, 0.30487323)"
617,Luft,circular,gelb,6.9,"(-2.3492484, -4.060173)"
618,Luft,shm,gelb,9.6,"(5.61931, 1.6734012)"
619,Boden,circular,gelb,6.9,"(8.471665, 2.0916026)"
620,Erde,zigzag,blau,9.6,"(-0.7277493, 0.28534156)"
621,Boden,circular,lila,9.6,"(0.777801, 0.28153878)"
622,Feuer,linear,rot,6.9,"(-1.6361912, -8.925706)"
623,Erde,circular,blau,9.6,"(-0.8536906, -1.3341107)"
624,Wasser,random,rot,6.9,"(0.122319475, 0.24873056)"
625,Boden,zigzag,lila,6.9,"(0.7152614, 0.27403918)"
626,Feuer,circular,rot,9.6,"(-0.08297516, 1.6000803)"
627,Luft,zigzag,lila,6.9,"(0.7708212, 0.21018255)"
628,Erde,shm,gelb,6.9,"(3.1773725, -5.0150394)"
629,Wasser,linear,blau,6.9,"(0.5947941, 0.069101155)"
630,Boden,shm,gelb,9.6,"(2.9895875, 0.57560515)"
631,Feuer,shm,lila,9.6,"(0.80930924, 0.40744737)"
632,Luft,circular,rot,9.6,"(0.15192361, -0.59393346)"
633,Feuer,random,blau,9.6,"(-0.027464379, -0.7028144)"
634,Wasser,zigzag,lila,9.6,"(0.7290916, 0.28608564)"
635,Luft,random,grun,9.6,"(0.8097069, 0.2256299)"
636,Boden,shm,lila,6.9,"(0.7126729, 0.32825765)"
637,Feuer,random,rot,6.9,"(2.7529194, 0.26563373)"
638,Feuer,circular,blau,6.9,"(-1.7592077, 4.182641)"
639,Feuer,shm,blau,9.6,"(2.0156662, 0.19964233)"
640,Boden,circular,gelb,9.6,"(-1.5341111, -2.7081354)"
641,Luft,zigzag,gelb,6.9,"(4.6516805, -3.8594232)"
642,Boden,zigzag,rot,9.6,"(0.5692688, -0.6453492)"
643,Wasser,circular,rot,6.9,"(-0.50118726, -2.9218524)"
644,Wasser,random,gelb,6.9,"(-0.86668473, -4.3072953)"
645,Erde,random,grun,6.9,"(0.86221486, 0.1713042)"
646,Feuer,zigzag,gelb,6.9,"(4.239977, -7.1647806)"
647,Erde,circular,blau,6.9,"(8.321926, 1.6550539)"
648,Feuer,shm,lila,6.9,"(0.8190152, 0.30099174)"
649,Feuer,circular,rot,9.6,"(0.117465265, -0.8001863)"
650,Luft,random,grun,6.9,"(0.7918687, 0.17825887)"
651,Luft,zigzag,grun,9.6,"(0.7264555, 0.20642026)"
652,Luft,circular,gelb,9.6,"(-0.44135484, -3.004539)"
653,Erde,random,blau,6.9,"(2.1635234, -1.6416152)"
654,Luft,circular,blau,9.6,"(-0.65404785, -0.9214983)"
655,Erde,circular,gelb,6.9,"(13.792481, 4.467205)"
656,Wasser,linear,grun,9.6,"(0.7105487, 0.36255062)"
657,Boden,zigzag,lila,6.9,"(0.7349184, 0.24040923)"
658,Boden,random,lila,6.9,"(0.81473035, 0.26896304)"
659,Luft,circular,lila,6.9,"(0.71600246, 0.2636579)"
660,Erde,random,rot,6.9,"(-0.17586172, -0.4321503)"
661,Luft,linear,rot,6.9,"(1.1308767, -3.5158303)"
662,Feuer,circular,lila,9.6,"(0.6886398, 0.31858042)"
663,Wasser,circular,gelb,6.9,"(-2.3818479, -3.9785483)"
664,Feuer,shm,lila,9.6,"(0.69087315, 0.4536648)"
665,Erde,linear,lila,6.9,"(0.74750334, 0.35871607)"
666,Wasser,circular,lila,6.9,"(0.71950626, 0.25214583)"
667,Feuer,shm,grun,6.9,"(0.8416148, 0.1851217)"
668,Erde,zigzag,rot,6.9,"(2.8092115, -2.0564327)"
669,Erde,circular,gelb,6.9,"(14.128203, 4.1174135)"
670,Erde,linear,grun,6.9,"(0.7330011, 0.30520055)"
671,Erde,circular,lila,6.9,"(0.7025796, 0.2721717)"
672,Luft,circular,lila,9.6,"(0.76894855, 0.29144013)"
673,Wasser,circular,blau,6.9,"(7.2608833, 1.2442158)"
674,Wasser,random,lila,6.9,"(0.75501233, 0.32710376)"
675,Wasser,random,blau,6.9,"(1.2079514, -1.3237853)"
676,Luft,random,grun,9.6,"(0.7599351, 0.29317796)"
677,Erde,zigzag,lila,6.9,"(0.7976863, 0.1903568)"
678,Feuer,random,gelb,6.9,"(-0.032171212, 2.363588)"
679,Luft,circular,rot,9.6,"(-0.07341597, -0.49331194)"
680,Luft,linear,rot,6.9,"(-1.1136038, -6.614906)"
681,Erde,shm,blau,6.9,"(0.37774953, 2.0893478)"
682,Boden,circular,rot,9.6,"(-0.54634655, 1.0519195)"
683,Feuer,zigzag,gelb,6.9,"(-0.65564775, -0.9023652)"
684,Erde,circular,grun,6.9,"(0.5179393, 0.3727576)"
685,Boden,shm,rot,9.6,"(0.96156883, 2.0792756)"
686,Feuer,shm,lila,6.9,"(0.8123317, 0.2963391)"
687,Luft,circular,lila,9.6,"(0.76819026, 0.28164414)"
688,Erde,shm,rot,9.6,"(1.9924686, 4.0002904)"
689,Erde,zigzag,grun,6.9,"(0.73341125, 0.27167895)"
690,Feuer,circular,grun,9.6,"(0.62014204, 0.16440237)"
691,Erde,linear,gelb,9.6,"(5.311312, 0.27777445)"
692,Erde,linear,rot,9.6,"(0.062399287, 11.724459)"
693,Wasser,circular,gelb,6.9,"(-2.4127104, -4.085719)"
694,Boden,shm,grun,9.6,"(0.77492946, 0.29205686)"
695,Boden,zigzag,grun,6.9,"(0.7797973, 0.20318697)"
696,Luft,linear,grun,6.9,"(0.67987406, 0.2399243)"
697,Boden,circular,gelb,6.9,"(-3.5407376, -2.4715278)"
698,Erde,random,rot,6.9,"(0.12183105, -1.789087)"
699,Boden,circular,grun,9.6,"(0.82775056, 0.1606753)"
700,Erde,shm,lila,9.6,"(0.69440234, 0.39533105)"
701,Erde,circular,gelb,9.6,"(-0.09263047, -0.42291346)"
702,Erde,random,rot,6.9,"(1.4944091, -0.14707115)"
703,Feuer,circular,gelb,9.6,"(-0.76793283, -4.2039557)"
704,Erde,circular,blau,6.9,"(8.281347, 1.6883575)"
705,Erde,circular,rot,6.9,"(4.5771713, 2.9450107)"
706,Boden,random,grun,6.9,"(0.7672493, 0.21770373)"
707,Feuer,random,gelb,9.6,"(-2.538611, 0.52636087)"
708,Boden,circular,gelb,6.9,"(-3.5735857, -2.4831357)"
709,Erde,zigzag,rot,6.9,"(2.814453, -2.0538144)"
710,Luft,linear,rot,6.9,"(-1.1488292, -6.5792346)"
711,Boden,random,blau,6.9,"(1.4035306, -0.653545)"
712,Boden,zigzag,gelb,6.9,"(3.81245, -4.812172)"
713,Boden,linear,gelb,9.6,"(-11.12738, -3.177828)"
714,Erde,circular,gelb,6.9,"(-2.3641887, -4.5147357)"
715,Boden,zigzag,gelb,9.6,"(-8.26458, 2.3425767)"
716,Wasser,shm,blau,9.6,"(1.234059, 0.26549706)"
717,Wasser,shm,blau,9.6,"(1.2294532, 0.21767426)"
718,Wasser,zigzag,rot,6.9,"(1.9986619, -4.1151667)"
719,Wasser,shm,lila,9.6,"(0.7169997, 0.3745844)"
720,Boden,circular,blau,9.6,"(-0.40550116, -1.8803277)"
721,Luft,linear,gelb,9.6,"(-12.199385, -2.1343994)"
722,Boden,shm,gelb,6.9,"(1.6383001, -5.5707703)"
723,Feuer,circular,grun,6.9,"(0.53381354, 0.47605497)"
724,Erde,random,lila,9.6,"(0.72335476, 0.3384063)"
725,Feuer,circular,blau,6.9,"(-1.7603583, 4.176624)"
726,Luft,random,blau,6.9,"(1.2887977, -0.540634)"
727,Wasser,circular,blau,6.9,"(-1.6253941, 2.6921945)"
728,Feuer,zigzag,lila,9.6,"(0.71880925, 0.32815877)"
729,Erde,zigzag,rot,6.9,"(0.06683854, -0.7952097)"
730,Luft,zigzag,grun,6.9,"(0.76762474, 0.20251936)"
731,Boden,shm,blau,6.9,"(0.22736803, 1.9716281)"
732,Wasser,circular,rot,6.9,"(3.734312, 2.2148302)"
733,Wasser,zigzag,blau,9.6,"(-0.5869664, -0.07248221)"
734,Boden,random,rot,6.9,"(0.007167411, 0.36108539)"
735,Luft,shm,lila,9.6,"(0.77024555, 0.33227697)"
736,Feuer,zigzag,lila,6.9,"(0.7068267, 0.28367874)"
737,Erde,linear,grun,9.6,"(0.66220033, 0.27943042)"
738,Feuer,circular,blau,6.9,"(9.367735, 2.0326278)"
739,Luft,zigzag,blau,9.6,"(-0.18257159, -1.2229267)"
740,Erde,circular,lila,9.6,"(0.69975466, 0.29150197)"
741,Feuer,circular,blau,6.9,"(-1.7407361, 4.1238065)"
742,Boden,zigzag,rot,6.9,"(-1.2836462, 1.0406129)"
743,Luft,circular,grun,6.9,"(1.1239974, 0.31018588)"
744,Wasser,zigzag,gelb,9.6,"(-0.49115744, -2.4497457)"
745,Feuer,shm,lila,6.9,"(0.71991634, 0.40253675)"
746,Erde,zigzag,blau,6.9,"(2.0280755, -1.0363348)"
747,Erde,circular,lila,9.6,"(0.79634136, 0.28923428)"
748,Feuer,shm,lila,6.9,"(0.72419846, 0.4097331)"
749,Luft,shm,lila,6.9,"(0.711461, 0.349281)"
750,Feuer,circular,blau,6.9,"(-1.7075245, 4.185931)"
751,Erde,linear,gelb,6.9,"(1.983484, -4.2493644)"
752,Wasser,random,grun,9.6,"(0.7712546, 0.17409952)"
753,Wasser,shm,gelb,6.9,"(4.1259923, -3.8373282)"
754,Erde,circular,blau,6.9,"(8.380212, 1.55589)"
755,Luft,linear,blau,9.6,"(1.7933774, 3.661181)"
756,Feuer,zigzag,blau,6.9,"(2.1732264, -0.9620154)"
757,Erde,shm,grun,9.6,"(0.80333424, 0.24788213)"
758,Luft,circular,blau,9.6,"(-0.07125286, -2.2863133)"
759,Feuer,zigzag,grun,9.6,"(0.67326623, 0.1794058)"
760,Luft,random,lila,6.9,"(0.7739786, 0.26989093)"
761,Erde,zigzag,blau,9.6,"(-0.4152226, -1.1845659)"
762,Feuer,linear,lila,6.9,"(0.7259634, 0.41073367)"
763,Boden,circular,grun,6.9,"(1.0458393, 0.23993962)"
764,Boden,linear,grun,6.9,"(0.6899986, 0.23849508)"
765,Luft,random,gelb,9.6,"(-1.4862859, -1.113766)"
766,Erde,random,lila,6.9,"(0.71102697, 0.28586468)"
767,Feuer,shm,rot,6.9,"(2.1731691, -1.4885608)"
768,Wasser,shm,grun,9.6,"(0.788466, 0.2753672)"
769,Boden,zigzag,gelb,9.6,"(-6.651896, 2.616936)"
770,Luft,zigzag,lila,6.9,"(0.7867403, 0.20457502)"
771,Boden,circular,grun,9.6,"(0.812851, 0.1887607)"
772,Boden,circular,lila,6.9,"(0.6999679, 0.25109354)"
773,Wasser,shm,grun,6.9,"(0.81575763, 0.17749031)"
774,Erde,circular,gelb,6.9,"(14.277374, 4.308895)"
775,Erde,linear,rot,9.6,"(2.1919968, -2.1552765)"
776,Luft,zigzag,blau,9.6,"(-0.414886, 0.9038027)"
777,Boden,shm,blau,9.6,"(1.15495, -0.008360143)"
778,Boden,circular,gelb,6.9,"(8.314703, 2.1346726)"
779,Boden,shm,rot,6.9,"(0.9892197, -2.266276)"
780,Erde,linear,blau,6.9,"(1.977963, -0.130618)"
781,Erde,linear,gelb,6.9,"(0.4533097, 6.3378363)"
782,Erde,circular,blau,9.6,"(-0.78663915, -1.4216845)"
783,Feuer,linear,gelb,6.9,"(-1.6102808, -12.787744)"
784,Wasser,circular,lila,9.6,"(0.777951, 0.28605172)"
785,Wasser,random,grun,6.9,"(0.78363585, 0.21536729)"
786,Luft,random,grun,6.9,"(0.80779064, 0.121620946)"
787,Luft,circular,lila,6.9,"(0.69159156, 0.2671711)"
788,Wasser,shm,rot,6.9,"(2.323751, -1.1304058)"
789,Erde,zigzag,gelb,9.6,"(0.33076182, -0.61982656)"
790,Wasser,zigzag,rot,9.6,"(-6.8283877, 0.056225207)"
791,Boden,shm,rot,9.6,"(1.4430159, 0.8651871)"
792,Luft,linear,lila,9.6,"(0.7195713, 0.24679138)"
793,Luft,circular,gelb,6.9,"(-2.3132777, -4.220234)"
794,Erde,zigzag,lila,6.9,"(0.69214094, 0.26006287)"
795,Luft,circular,lila,9.6,"(0.7168594, 0.30938163)"
796,Luft,shm,blau,9.6,"(1.2547569, 0.23977987)"
797,Luft,shm,rot,6.9,"(2.4533112, -1.2263716)"
798,Feuer,zigzag,lila,9.6,"(0.6940033, 0.3207617)"
799,Feuer,circular,gelb,9.6,"(-0.7175801, -4.0042577)"
800,Luft,circular,grun,9.6,"(0.8045701, 0.16030604)"
801,Wasser,shm,blau,6.9,"(1.9062264, -1.3766994)"
802,Wasser,random,grun,9.6,"(0.6568994, 0.36868995)"
803,Luft,random,grun,9.6,"(0.71446544, 0.2983846)"
804,Luft,circular,grun,9.6,"(0.7120324, 0.2042606)"
805,Erde,circular,blau,6.9,"(-1.7155839, 3.4266999)"
806,Wasser,shm,blau,9.6,"(1.8117423, 0.26904288)"
807,Luft,random,grun,6.9,"(0.7771868, 0.22140242)"
808,Erde,circular,lila,6.9,"(0.74565935, 0.34437582)"
809,Feuer,shm,grun,6.9,"(0.6902843, 0.40369418)"
810,Boden,linear,blau,6.9,"(1.3181874, -0.32250878)"
811,Wasser,circular,lila,6.9,"(0.77172, 0.2917807)"
812,Luft,linear,gelb,6.9,"(1.626738, -3.780706)"
813,Boden,shm,lila,6.9,"(0.7722755, 0.29977563)"
814,Feuer,linear,blau,9.6,"(10.569406, -6.218904)"
815,Erde,zigzag,blau,6.9,"(1.9916463, -0.95401514)"
816,Luft,circular,gelb,6.9,"(-2.340736, -4.1150656)"
817,Boden,shm,lila,6.9,"(0.76994497, 0.30246395)"
818,Erde,shm,gelb,9.6,"(3.9555376, 6.3411736)"
819,Luft,circular,gelb,9.6,"(-0.3126292, -0.002857233)"
820,Luft,circular,blau,6.9,"(-1.6297585, 2.764448)"
821,Feuer,shm,rot,9.6,"(1.7462503, 4.975551)"
822,Luft,random,lila,6.9,"(0.7115689, 0.30967927)"
823,Wasser,shm,gelb,9.6,"(3.6618402, 5.2329583)"
824,Boden,zigzag,blau,9.6,"(-0.71808475, 0.08144195)"
825,Erde,shm,lila,9.6,"(0.80532694, 0.34121194)"
826,Luft,random,lila,6.9,"(0.7091198, 0.29632863)"
827,Luft,circular,gelb,6.9,"(-2.3590972, -4.208562)"
828,Feuer,circular,grun,6.9,"(1.2270474, 0.21603712)"
